industry,vintage,tp_2004q1,tp_2004q2,tp_2004q3,tp_2004q4,tp_2004,tp_2005q1,tp_2005q2,tp_2005q3,tp_2005q4,tp_2005,tp_2006q1
agriculture,2006m5,2.0,-5.4,-0.8,2.8,-1.1,2.5,5.7,5.2,6.0,5.1,2.0
fishing,2006m5,18.9,32.4,46.2,27.0,30.5,12.6,2.1,-5.6,-2.3,1.5,19.8
mining,2006m5,12.9,2.8,1.4,5.0,5.4,0.9,5.4,11.8,16.3,8.6,5.0
manufacturing,2006m5,5.2,6.0,6.3,9.1,6.7,7.2,8.6,6.8,5.2,7.0,6.3
electricity,2006m5,4.9,4.4,4.1,4.9,4.6,3.8,5.6,5.7,6.1,5.3,6.7
construction,2006m5,7.0,4.0,3.5,4.4,4.7,2.8,7.4,10.9,13.3,8.7,16.3
commerce,2006m5,3.4,2.1,5.4,9.2,4.8,8.3,7.8,6.9,5.9,7.2,9.0
services,2006m5,4.5,2.6,5.2,6.5,4.7,7.1,5.1,5.3,7.3,6.2,6.3
gdp,2006m5,4.8,3.2,4.7,6.6,4.8,6.2,6.2,6.4,7.7,6.6,7.2
