industry,vintage,tp_2023m11,tp_2023m12,tp_2024m1,tp_2024m2,tp_2024m3,tp_2024m4,tp_2024m5,tp_2024m6,tp_2024m7,tp_2024m8,tp_2024m9,tp_2024m10,tp_2024m11
agriculture,2025m1,3.2,0.6,-2.4,-0.2,1.2,24.0,4.8,-0.8,-3.4,-1.8,1.1,13.4,12.4
fishing,2025m1,55.6,-53.4,-25.2,-31.5,-35.4,144.1,363.5,56.8,14.9,-27.8,-14.6,-48.5,17.6
mining,2025m1,7.5,3.7,4.9,17.3,3.2,-4.0,2.1,-7.2,3.3,8.8,1.1,-2.2,-2.2
manufacturing,2025m1,-0.5,-11.6,-4.4,-4.2,-10.2,12.1,18.1,0.0,10.9,2.9,2.7,1.7,6.7
electricity,2025m1,0.7,1.1,3.5,8.0,0.0,2.5,1.5,0.1,3.0,2.1,1.4,1.8,3.1
construction,2025m1,-6.3,-0.8,13.0,6.4,-3.6,6.9,5.6,-2.8,7.4,4.2,2.9,4.9,-2.4
commerce,2025m1,1.3,2.0,2.4,3.0,1.8,3.1,2.1,2.3,3.4,2.9,3.5,3.8,3.5
services,2025m1,0.5,1.1,1.5,2.2,1.6,2.9,2.5,3.7,3.9,3.5,4.5,3.8,4.0
gdp,2025m1,0.7,-0.8,1.5,3.2,-0.4,5.4,5.3,0.3,4.6,3.7,3.2,3.4,3.9
