industry,vintage,tp_2024m8,tp_2024m9,tp_2024m10,tp_2024m11,tp_2024m12,tp_2025m1,tp_2025m2,tp_2025m3,tp_2025m4,tp_2025m5,tp_2025m6,tp_2025m7,tp_2025m8
agriculture,2025m10,-0.7,2.5,14.4,13.8,8.8,2.4,4.2,2.3,-8.1,7.7,8.8,8.5,6.4
fishing,2025m10,-27.8,-14.6,-48.5,17.6,76.8,23.5,24.6,29.1,-24.3,-4.6,33.7,34.8,-11.5
mining,2025m10,9.0,1.4,-1.8,-1.6,2.3,1.5,-1.3,7.1,8.6,-6.8,1.0,2.0,1.8
manufacturing,2025m10,3.0,3.5,2.4,7.5,12.4,6.0,2.4,3.8,-2.8,2.6,7.3,3.7,0.1
electricity,2025m10,2.1,1.3,1.8,3.2,1.7,1.6,-1.5,4.3,2.0,1.8,2.6,2.1,0.9
construction,2025m10,4.9,2.0,6.4,-1.3,-0.9,4.9,6.4,5.6,-1.2,6.5,9.6,5.0,3.6
commerce,2025m10,2.9,3.5,3.8,3.5,3.6,3.2,3.1,3.9,2.8,3.1,3.1,2.7,3.8
services,2025m10,3.3,4.2,3.4,3.6,3.8,3.4,3.0,4.0,2.6,3.0,2.3,2.4,3.3
gdp,2025m10,3.7,3.2,3.5,4.1,4.9,4.2,2.8,4.7,1.4,2.6,4.5,3.4,3.2
