industry,vintage,tp_2016q1,tp_2016q2,tp_2016q3,tp_2016q4,tp_2016,tp_2017q1,tp_2017q2,tp_2017q3,tp_2017q4,tp_2017,tp_2018q1,tp_2018q2
agriculture,2018m9,2.6,1.7,2.5,4.3,2.7,-0.3,0.5,6.7,4.4,2.6,5.7,10.2
fishing,2018m9,1.8,-59.6,68.3,27.6,-10.1,37.9,128.8,-42.8,-51.5,4.7,6.1,29.2
manufacturing,2018m9,-2.6,-8.0,2.1,3.0,-1.4,2.3,4.4,-1.7,-5.3,-0.2,0.5,10.8
electricity,2018m9,10.3,7.2,6.6,5.3,7.3,1.1,1.6,1.7,0.2,1.1,2.0,4.6
construction,2018m9,2.2,1.3,-3.7,-9.2,-3.0,-5.5,-3.3,5.9,9.0,2.1,4.6,7.4
commerce,2018m9,2.8,2.3,1.4,0.9,1.8,0.1,0.9,1.4,1.7,1.0,2.7,3.2
services,2018m9,4.5,4.3,4.2,3.1,4.0,3.1,2.9,3.4,3.8,3.3,4.2,5.1
gdp,2018m9,4.6,3.9,4.7,3.1,4.0,2.3,2.6,2.7,2.3,2.5,3.1,5.4
