industry,vintage,tp_2001m8,tp_2001m9,tp_2001m10,tp_2001m11,tp_2001m12,tp_2002m1,tp_2002m2,tp_2002m3,tp_2002m4,tp_2002m5,tp_2002m6,tp_2002m7,tp_2002m8
agriculture,2002m10,6.2,1.5,3.6,0.3,0.7,6.7,7.0,8.5,10.6,8.9,-2.1,1.2,-0.5
fishing,2002m10,-6.2,-8.9,4.0,-54.1,-38.0,-16.4,-27.0,-23.9,-16.4,2.5,25.6,-0.7,0.1
mining,2002m10,23.8,22.1,17.5,23.5,27.9,27.4,19.7,23.8,19.4,14.0,21.6,1.8,6.5
manufacturing,2002m10,-2.1,2.0,3.0,-3.7,-2.1,1.7,0.2,-4.1,8.7,1.5,3.1,5.4,4.1
construction,2002m10,-9.1,-7.7,0.5,8.1,12.8,15.6,13.0,2.6,8.5,3.8,10.3,13.5,7.8
commerce,2002m10,0.8,3.4,3.2,1.4,1.6,0.7,-0.2,-0.7,7.1,4.9,0.2,1.3,1.0
services,2002m10,0.4,2.0,1.1,2.3,4.3,1.3,2.5,1.0,6.1,3.4,3.4,4.0,4.4
gdp,2002m10,1.3,2.7,2.8,2.1,4.1,3.8,3.4,1.7,7.7,4.5,3.6,3.8,3.8
