industry,vintage,tp_2001m3,tp_2001m4,tp_2001m5,tp_2001m6,tp_2001m7,tp_2001m8,tp_2001m9,tp_2001m10,tp_2001m11,tp_2001m12,tp_2002m1,tp_2002m2,tp_2002m3
agriculture,2002m5,-3.5,-4.5,-2.5,-1.4,-2.3,6.2,1.5,3.6,0.3,0.7,7.0,6.7,8.4
fishing,2002m5,-30.1,45.9,6.0,-29.6,-31.0,-6.2,-8.9,4.0,-54.1,-38.0,-16.4,-27.0,-23.9
mining,2002m5,0.8,0.5,4.4,5.8,17.4,23.8,22.1,17.5,23.5,27.9,27.4,19.7,23.8
manufacturing,2002m5,-5.7,3.3,1.7,-3.1,-2.1,-2.1,2.0,3.0,-3.7,-2.1,2.0,0.3,-4.3
construction,2002m5,-14.2,1.3,-6.5,-12.4,-8.2,-9.1,-7.7,0.5,8.1,12.8,15.6,13.0,2.6
commerce,2002m5,-2.4,-1.8,-1.5,-4.0,-1.4,0.8,3.4,3.2,1.4,1.6,0.8,-0.2,-0.9
services,2002m5,-1.4,0.1,-0.1,-1.1,0.3,0.4,2.0,1.1,2.3,4.3,1.5,2.5,0.9
gdp,2002m5,-3.2,0.1,-0.4,-2.2,-0.3,1.3,2.7,2.8,2.1,4.1,3.9,3.4,1.6
