industry,vintage,tp_2000m11,tp_2000m12,tp_2001m1,tp_2001m2,tp_2001m3,tp_2001m4,tp_2001m5,tp_2001m6,tp_2001m7,tp_2001m8,tp_2001m9,tp_2001m10,tp_2001m11
agriculture,2002m1,6.0,7.4,0.2,-0.5,-3.9,-5.0,-2.8,-0.8,-2.7,5.8,1.0,2.1,0.0
fishing,2002m1,15.1,-29.7,20.4,21.0,-30.1,45.9,6.0,-29.6,-31.0,-6.2,-8.9,4.0,-54.1
mining,2002m1,0.9,1.0,-4.5,-6.8,0.8,0.5,4.4,5.8,17.4,23.8,22.1,17.5,23.5
manufacturing,2002m1,0.9,-6.8,0.4,-3.9,-6.3,2.4,0.9,-4.0,-3.1,-3.6,0.9,1.9,-4.2
construction,2002m1,-15.7,-19.6,-14.8,-18.3,-14.2,1.3,-6.4,-12.4,-8.2,-9.1,-7.6,0.6,8.1
commerce,2002m1,1.9,-1.6,-0.1,1.6,-3.4,-2.1,-2.1,-3.9,-2.0,-0.3,2.4,1.6,0.9
services,2002m1,-3.8,-2.6,-0.7,-1.8,-1.7,-0.1,-0.4,-1.2,-0.1,-0.1,1.6,0.9,1.9
gdp,2002m1,-1.9,-3.5,-1.3,-2.6,-3.6,-0.3,-0.8,-2.4,-0.8,0.6,2.2,2.2,1.7
