industry,vintage,tp_2005m3,tp_2005m4,tp_2005m5,tp_2005m6,tp_2005m7,tp_2005m8,tp_2005m9,tp_2005m10,tp_2005m11,tp_2005m12,tp_2006m1,tp_2006m2,tp_2006m3
agriculture,2006m5,2.9,7.0,3.3,7.4,5.8,3.7,3.1,6.1,4.5,8.9,-0.2,1.1,4.7
fishing,2006m5,9.5,5.0,3.9,-3.4,-13.4,15.6,-11.1,-11.1,30.0,-25.0,8.4,12.8,38.2
mining,2006m5,2.7,0.1,4.8,11.6,15.8,8.8,11.0,11.0,17.8,15.7,5.6,1.8,7.4
manufacturing,2006m5,3.9,7.5,10.5,7.6,4.0,10.3,6.2,6.2,8.2,2.9,4.8,4.2,9.8
electricity,2006m5,4.1,5.5,6.6,4.8,5.3,6.1,5.8,5.8,5.2,5.6,6.4,6.7,7.0
construction,2006m5,-0.2,10.6,8.0,3.6,10.2,10.8,11.7,11.7,13.3,14.0,14.1,14.8,20.1
commerce,2006m5,6.1,9.8,8.2,5.4,6.3,7.4,6.9,6.9,5.6,4.4,3.1,8.0,15.6
services,2006m5,5.6,3.3,6.5,5.4,3.5,5.3,7.5,7.5,6.4,8.6,5.1,5.1,8.6
gdp,2006m5,5.1,6.1,6.9,5.5,5.3,7.5,6.5,7.8,8.3,7.0,5.4,5.3,10.7
