industry,vintage,tp_2005m2,tp_2005m3,tp_2005m4,tp_2005m5,tp_2005m6,tp_2005m7,tp_2005m8,tp_2005m9,tp_2005m10,tp_2005m11,tp_2005m12,tp_2006m1,tp_2006m2
agriculture,2006m4,3.0,2.7,6.8,2.9,7.0,5.4,3.5,5.7,6.4,3.7,7.9,0.0,1.7
fishing,2006m4,21.7,14.5,5.0,3.9,-3.4,-13.4,15.6,-11.1,-27.0,30.0,-25.0,2.2,1.4
mining,2006m4,-0.2,2.8,0.1,4.8,11.6,15.9,8.9,11.1,15.4,17.8,15.6,5.7,1.7
manufacturing,2006m4,10.5,3.8,7.5,10.4,7.5,3.9,10.5,6.7,4.9,8.3,2.7,4.1,3.6
electricity,2006m4,1.8,4.1,5.5,6.6,4.8,5.3,6.1,5.8,7.5,5.2,5.5,6.5,6.8
construction,2006m4,3.9,-0.2,10.6,8.0,3.6,10.2,10.8,11.7,12.6,13.3,14.0,14.1,14.8
commerce,2006m4,8.9,5.2,8.8,7.6,4.4,6.2,5.5,4.9,6.5,3.6,3.1,1.7,6.7
services,2006m4,10.6,5.5,4.2,7.3,5.7,3.5,6.0,7.4,6.6,6.6,10.3,3.4,4.9
gdp,2006m4,7.7,5.0,6.3,7.0,5.4,5.3,7.6,6.2,7.6,8.0,7.4,4.4,4.9
