industry,vintage,tp_2004m11,tp_2004m12,tp_2005m1,tp_2005m2,tp_2005m3,tp_2005m4,tp_2005m5,tp_2005m6,tp_2005m7,tp_2005m8,tp_2005m9,tp_2005m10,tp_2005m11
agriculture,2006m1,4.8,3.4,1.6,4.1,3.0,8.1,3.2,8.5,6.6,3.4,5.0,5.4,2.8
fishing,2006m1,37.0,40.9,8.0,20.8,9.3,-0.2,2.4,-6.7,-17.1,4.9,-18.0,-34.5,31.1
mining,2006m1,4.9,7.7,0.0,-0.3,2.8,0.1,4.8,11.6,15.8,8.8,10.9,15.4,17.7
manufacturing,2006m1,11.1,10.1,6.7,9.4,2.7,6.4,9.2,6.3,3.1,9.0,6.0,4.1,7.6
electricity,2006m1,4.6,6.8,5.5,1.8,4.1,5.5,6.6,4.8,5.3,6.1,5.8,7.1,7.4
construction,2006m1,8.3,7.9,4.7,4.0,-0.1,10.6,8.0,3.6,10.2,10.8,10.6,12.8,13.5
commerce,2006m1,13.6,9.7,8.7,8.5,4.4,8.3,6.9,3.9,5.7,4.0,4.1,5.8,3.5
services,2006m1,8.8,9.3,7.2,10.2,5.0,3.8,6.8,5.3,3.1,5.1,7.0,6.4,6.5
gdp,2006m1,8.7,8.7,6.3,7.4,4.5,6.0,6.6,5.1,5.0,6.7,5.7,7.2,7.9
