industry,vintage,tp_2005m9,tp_2005m10,tp_2005m11,tp_2005m12,tp_2006m1,tp_2006m2,tp_2006m3,tp_2006m4,tp_2006m5,tp_2006m6,tp_2006m7,tp_2006m8,tp_2006m9
agriculture,2006m11,5.8,6.2,3.4,8.6,0.9,2.1,6.9,7.7,2.7,1.0,8.6,13.3,7.1
fishing,2006m11,-11.8,-26.5,28.3,-24.7,14.7,11.4,57.6,-24.1,-23.8,-3.1,-5.4,6.9,25.8
mining,2006m11,10.4,14.9,17.1,15.1,5.9,1.9,9.7,8.1,9.4,5.1,2.2,-1.4,-3.7
manufacturing,2006m11,4.7,2.9,7.6,3.0,5.2,4.7,10.7,-1.1,3.0,6.8,5.8,10.0,8.2
electricity,2006m11,5.8,7.8,5.2,6.0,6.5,7.3,7.9,3.5,4.7,6.6,8.0,7.2,7.6
construction,2006m11,11.5,12.4,13.3,14.1,14.1,14.8,20.1,4.8,19.2,16.0,11.6,21.3,14.5
commerce,2006m11,4.6,5.8,3.7,2.8,4.9,8.9,18.6,7.2,6.5,9.1,13.7,12.7,10.6
services,2006m11,8.1,7.6,7.5,9.5,5.6,5.9,9.6,4.4,9.1,7.5,9.7,10.8,7.0
gdp,2006m11,6.3,7.7,8.3,7.2,5.6,5.4,11.6,3.9,7.1,7.2,9.2,9.5,7.3
