industry,vintage,tp_2000q1,tp_2000q2,tp_2000q3,tp_2000q4,tp_2000,tp_2001q1,tp_2001q2,tp_2001q3,tp_2001q4,tp_2001,tp_2002q1,tp_2002q2,tp_2002q3
agriculture,2002m12,4.6,7.4,6.8,5.5,6.2,-1.7,-2.8,1.4,1.5,-0.6,7.5,6.4,1.6
fishing,2002m12,27.5,16.1,21.9,-13.9,9.1,-6.6,2.3,-20.6,-34.7,-13.3,-20.5,8.9,7.8
mining,2002m12,4.1,1.8,2.0,1.7,2.4,-3.5,3.6,21.2,22.9,11.2,25.6,18.6,3.6
manufacturing,2002m12,13.1,9.5,7.0,-1.6,6.7,-3.2,0.6,-0.8,-0.9,-1.1,-0.8,4.3,5.6
construction,2002m12,5.6,-2.1,-2.9,-15.8,-4.3,-15.7,-6.0,-8.3,6.9,-6.0,10.3,7.9,11.4
commerce,2002m12,7.4,7.3,4.4,1.3,5.1,-0.2,-2.4,0.8,2.0,0.0,0.1,5.1,3.1
services,2002m12,2.6,4.3,1.7,-1.0,1.8,-1.3,-0.4,0.9,2.6,0.4,1.0,5.3,5.7
gdp,2002m12,5.3,5.4,3.1,-1.2,3.1,-2.4,-0.9,1.2,3.0,0.2,2.8,6.1,5.2
