industry,vintage,tp_2011m10,tp_2011m11,tp_2011m12,tp_2012m1,tp_2012m2,tp_2012m3,tp_2012m4,tp_2012m5,tp_2012m6,tp_2012m7,tp_2012m8,tp_2012m9,tp_2012m10
agriculture,2012m12,4.5,4.1,-1.3,2.9,2.9,2.2,0.9,10.1,10.1,2.0,3.6,4.1,2.4
fishing,2012m12,35.1,0.3,74.5,-15.5,-10.9,-4.5,-44.7,5.4,20.6,0.8,-11.9,19.1,20.2
mining,2012m12,-0.5,-1.1,4.2,-0.3,3.7,7.2,6.7,1.2,4.8,4.3,0.6,5.0,-3.3
manufacturing,2012m12,-0.4,-0.2,3.7,-1.0,1.8,-2.7,-4.1,2.9,1.6,5.0,4.3,1.3,4.5
electricity,2012m12,7.3,6.9,7.3,5.7,7.4,5.8,5.1,5.3,4.7,5.7,5.3,4.2,4.0
construction,2012m12,4.4,3.2,3.8,12.5,10.1,14.7,14.6,15.8,19.7,21.4,17.4,19.2,16.3
commerce,2012m12,8.7,7.0,7.0,7.7,8.9,7.2,6.1,6.5,6.7,6.9,6.5,5.3,5.9
services,2012m12,6.8,7.4,7.2,7.1,8.6,7.1,6.6,7.4,7.5,7.8,6.5,5.9,7.8
gdp,2012m12,5.3,5.1,6.0,5.5,7.0,5.6,4.5,7.0,7.3,7.4,6.3,5.9,6.7
