industry,vintage,tp_2001q1,tp_2001q2,tp_2001q3,tp_2001q4,tp_2001,tp_2002q1,tp_2002q2,tp_2002q3,tp_2002q4,tp_2002,tp_2003q1,tp_2003q2,tp_2003q3,tp_2003q4,tp_2003
agriculture,2004m2,0.8,-1.9,2.5,2.2,0.5,6.5,7.0,2.5,6.0,5.7,2.3,3.8,2.5,-0.3,2.3
fishing,2004m2,-0.3,1.0,-19.3,-29.4,-11.1,-18.9,8.5,8.2,30.5,5.7,-15.0,-15.8,-9.2,-11.5,-13.4
mining,2004m2,-4.9,1.8,21.6,25.7,11.2,26.0,19.2,4.4,2.0,11.6,4.5,10.8,7.5,4.2,6.7
manufacturing,2004m2,-2.0,2.1,0.6,0.3,0.3,0.6,4.9,5.1,6.3,4.2,6.1,1.0,1.8,-0.2,2.1
electricity,2004m2,-0.6,0.8,1.3,3.0,1.1,5.0,6.0,4.2,5.3,5.1,4.7,4.0,4.5,3.6,4.2
construction,2004m2,-16.9,-6.7,-8.2,6.3,-6.7,10.4,7.5,10.7,3.5,7.9,4.3,6.3,2.6,3.2,4.0
commerce,2004m2,0.1,-1.1,3.5,2.6,1.1,1.7,7.3,4.0,5.2,4.6,7.9,2.7,3.2,0.7,3.6
services,2004m2,-5.8,-1.7,1.1,5.2,-0.3,2.0,5.2,4.7,3.0,3.8,6.0,3.9,3.1,4.8,4.4
gdp,2004m2,-3.9,-1.1,1.7,4.5,0.3,3.2,6.3,5.1,4.7,4.9,6.2,3.7,3.4,2.8,4.0
