industry,vintage,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007,tp_2008q1,tp_2008q2
agriculture,2008m9,4.2,6.4,13.3,10.7,8.4,8.4,2.3,-1.4,5.0,3.3,3.6,6.5
fishing,2008m9,25.9,-10.5,16.3,-5.0,2.4,14.5,9.4,-5.3,5.6,6.9,4.9,0.8
mining,2008m9,6.5,8.0,0.0,-7.3,1.4,-1.0,-1.4,5.2,7.8,2.7,6.2,9.8
manufacturing,2008m9,7.6,4.0,8.9,9.7,7.5,9.7,11.2,10.3,11.9,10.8,10.1,9.8
electricity,2008m9,7.4,4.9,7.5,7.7,6.9,8.1,9.7,8.1,7.9,8.5,9.3,8.4
construction,2008m9,16.1,13.2,16.1,13.7,14.8,9.0,20.1,17.8,19.1,16.6,18.7,20.9
commerce,2008m9,11.0,8.8,13.6,13.7,11.7,11.6,6.5,11.5,9.6,9.7,11.6,14.1
services,2008m9,6.3,5.4,7.1,8.9,7.0,8.6,9.3,9.8,10.5,9.6,9.4,10.2
gdp,2008m9,7.7,5.8,8.7,8.9,7.7,8.5,8.1,8.9,9.8,8.9,9.7,10.9
