industry,vintage,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007,tp_2008q1
agriculture,2008m5,4.4,5.9,11.6,8.2,7.4,8.3,2.2,-1.8,4.8,3.1,2.2
fishing,2008m5,29.7,-11.6,17.2,-7.3,2.4,16.7,5.9,-3.1,6.1,6.9,0.0
mining,2008m5,6.4,7.6,0.0,-6.8,1.4,-1.6,-1.9,4.5,7.4,2.1,6.2
manufacturing,2008m5,8.0,3.7,8.8,9.1,7.4,9.2,12.2,10.4,10.7,10.6,10.0
electricity,2008m5,7.5,4.7,7.5,7.9,6.9,8.1,9.7,8.0,7.8,8.4,9.2
construction,2008m5,16.2,13.0,16.1,13.7,14.8,8.9,20.0,17.7,19.0,16.5,18.7
commerce,2008m5,11.1,8.4,13.1,12.5,11.1,13.0,7.2,12.4,10.2,10.5,10.6
services,2008m5,6.6,5.0,7.2,8.4,6.8,8.8,9.4,8.9,9.3,9.1,9.2
gdp,2008m5,7.9,5.8,8.6,8.1,7.6,8.8,8.5,8.9,9.7,9.0,9.3
