industry,vintage,tp_2005q1,tp_2005q2,tp_2005q3,tp_2005q4,tp_2005,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007
agriculture,2008m2,1.8,6.0,4.9,5.8,4.8,4.4,5.9,11.6,8.2,7.4,8.3,2.2,-1.8,4.8,3.1
fishing,2008m2,11.0,3.5,-6.1,4.0,3.2,29.7,-11.6,17.2,-7.3,2.4,16.7,5.9,-3.1,6.1,6.9
mining,2008m2,0.9,5.1,11.3,16.0,8.4,6.4,7.6,0.0,-6.8,1.4,-1.6,-1.9,4.5,7.4,2.1
manufacturing,2008m2,7.5,8.6,7.3,5.6,7.2,8.0,3.7,8.8,9.1,7.4,9.2,12.2,10.4,10.7,10.6
electricity,2008m2,4.0,6.2,5.6,6.5,5.6,7.5,4.7,7.5,7.9,6.9,8.1,9.7,8.0,7.8,8.4
construction,2008m2,2.5,7.0,10.6,13.0,8.4,16.2,13.0,16.1,13.7,14.8,8.9,20.0,17.7,19.0,16.5
commerce,2008m2,7.0,6.6,4.9,6.5,6.3,11.1,8.4,13.1,12.5,11.1,13.0,7.2,12.4,10.2,10.5
services,2008m2,7.0,6.2,6.1,7.8,6.8,6.6,5.0,7.2,8.4,6.8,8.8,9.4,8.9,9.3,9.1
gdp,2008m2,6.0,6.6,6.5,7.9,6.7,7.9,5.8,8.6,8.1,7.6,8.8,8.5,8.9,9.7,9.0
