industry,vintage,tp_2011q1,tp_2011q2,tp_2011q3,tp_2011q4,tp_2011,tp_2012q1,tp_2012q2,tp_2012q3,tp_2012q4,tp_2012,tp_2013q1
agriculture,2013m7,3.6,4.1,6.4,2.7,4.2,2.5,7.7,4.0,4.9,5.1,6.6
fishing,2013m7,21.4,19.0,59.8,42.8,31.8,-10.6,-11.0,0.7,-25.1,-11.9,-4.5
mining,2013m7,-0.3,-2.3,0.9,0.9,-0.2,3.3,4.2,3.4,-2.1,2.2,-0.8
manufacturing,2013m7,12.2,6.0,3.8,1.2,5.6,-0.7,0.1,3.7,2.2,1.3,-0.2
electricity,2013m7,7.3,7.4,7.7,7.3,7.4,6.3,5.0,5.0,4.5,5.2,4.8
construction,2013m7,5.7,-0.3,1.7,5.0,3.0,12.5,16.7,19.3,12.5,15.2,11.9
commerce,2013m7,10.3,8.8,8.6,7.6,8.8,7.9,6.4,6.2,6.4,6.7,5.0
services,2013m7,8.9,8.8,8.0,7.0,8.1,7.7,7.3,7.0,7.1,7.3,5.6
gdp,2013m7,8.6,6.9,6.6,5.6,6.9,6.0,6.4,6.8,5.9,6.3,4.8
