industry,vintage,tp_2017m9,tp_2017m10,tp_2017m11,tp_2017m12,tp_2018m1,tp_2018m2,tp_2018m3,tp_2018m4,tp_2018m5,tp_2018m6,tp_2018m7,tp_2018m8,tp_2018m9
agriculture,2018m11,5.1,0.5,0.6,12.0,4.0,5.2,9.8,11.8,16.5,4.5,4.1,8.0,4.4
fishing,2018m11,-30.0,-12.4,-45.6,-66.9,12.4,5.1,-4.9,81.2,26.7,-7.9,-17.3,26.0,19.7
manufacturing,2018m11,-1.2,3.0,-5.6,-12.4,-0.1,-0.2,1.8,21.1,10.6,1.5,1.9,1.7,1.2
electricity,2018m11,1.7,1.0,0.3,-0.6,-0.2,1.8,4.3,6.1,4.0,3.9,4.1,2.9,3.4
construction,2018m11,9.1,16.3,5.5,6.7,8.6,7.0,0.1,10.2,10.0,2.3,5.5,-0.1,-2.9
commerce,2018m11,1.6,1.4,1.7,1.9,2.4,2.6,3.1,4.9,3.3,1.6,2.7,2.5,1.4
services,2018m11,3.4,4.0,3.6,3.8,4.3,4.0,4.4,5.2,5.2,4.5,4.2,4.4,4.0
gdp,2018m11,3.3,3.6,2.0,1.4,2.9,2.7,3.9,7.9,6.6,2.1,2.5,2.2,2.1
