industry,vintage,tp_2013m12,tp_2014m1,tp_2014m2,tp_2014m3,tp_2014m4,tp_2014m5,tp_2014m6,tp_2014m7,tp_2014m8,tp_2014m9,tp_2014m10,tp_2014m11,tp_2014m12
agriculture,2015m2,-0.1,2.6,0.5,0.9,4.0,-0.1,-4.2,2.2,3.5,2.1,1.4,5.4,0.8
fishing,2015m2,86.8,-18.1,16.2,-1.9,57.8,-10.2,-30.1,6.6,-27.0,-35.1,-15.1,-70.8,-65.8
mining,2015m2,7.4,5.7,8.0,1.6,-4.8,-2.0,-5.8,-1.6,-3.9,-3.1,3.8,0.5,-5.2
manufacturing,2015m2,12.6,0.1,4.2,8.2,2.1,-1.9,-8.6,-5.1,-3.0,-2.2,-3.3,-13.8,-12.4
electricity,2015m2,5.9,4.9,6.1,6.1,4.8,5.1,4.9,4.3,4.4,4.8,4.7,4.5,4.3
construction,2015m2,3.5,4.4,8.6,2.8,-6.4,5.1,2.4,-2.3,-4.0,7.0,-3.6,3.7,5.0
commerce,2015m2,7.1,4.7,5.3,5.6,3.5,4.2,5.5,4.2,3.2,4.5,4.2,3.8,4.5
services,2015m2,6.3,6.7,6.1,6.7,6.1,5.7,5.8,5.3,5.1,5.7,5.8,5.3,5.9
gdp,2015m2,7.0,4.3,5.4,5.4,2.6,2.5,0.4,1.5,1.2,2.7,2.4,0.2,0.5
