industry,vintage,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007,tp_2008q1,tp_2008q2,tp_2008q3,tp_2008q4,tp_2008,tp_2009q1,tp_2009q2,tp_2009q3
agriculture,2010m2,8.4,2.3,-1.4,5.0,3.3,3.9,8.0,9.4,7.1,7.2,4.1,1.3,2.5
fishing,2010m2,14.5,9.4,-5.3,5.6,6.9,6.6,4.4,15.0,2.5,6.2,-15.7,-0.6,-6.0
mining,2010m2,-1.0,-1.4,5.2,7.8,2.7,6.2,10.0,7.5,6.6,7.6,3.7,0.7,0.1
manufacturing,2010m2,9.7,11.2,10.3,11.9,10.8,10.6,11.1,10.0,3.4,8.7,-4.4,-11.7,-10.8
electricity,2010m2,8.1,9.7,8.1,7.9,8.5,9.3,8.4,8.8,4.6,7.7,1.2,0.3,-0.3
construction,2010m2,9.0,20.1,17.8,19.1,16.6,19.2,21.2,16.0,10.7,16.5,5.2,-1.0,4.9
commerce,2010m2,11.6,6.5,11.5,9.6,9.7,12.0,15.7,15.2,8.9,13.0,0.4,-2.1,-1.8
services,2010m2,8.4,9.0,9.1,9.2,8.9,10.4,10.9,10.0,6.3,9.3,4.1,1.9,2.2
gdp,2010m2,8.5,8.1,8.9,9.8,8.9,10.3,11.8,10.9,6.5,9.8,2.0,-1.1,-0.4
