industry,vintage,tp_2017m12,tp_2018m1,tp_2018m2,tp_2018m3,tp_2018m4,tp_2018m5,tp_2018m6,tp_2018m7,tp_2018m8,tp_2018m9,tp_2018m10,tp_2018m11,tp_2018m12
agriculture,2019m2,12.1,5.2,6.2,10.0,11.5,16.3,4.1,4.4,8.7,5.5,7.8,6.1,2.6
fishing,2019m2,-66.9,12.4,5.1,-4.9,81.2,26.7,-7.9,-17.3,26.0,19.7,22.7,188.5,225.9
manufacturing,2019m2,-12.4,-0.1,-0.2,1.8,21.0,10.6,1.6,2.0,2.0,1.1,9.8,12.0,12.4
electricity,2019m2,-0.6,0.2,2.1,4.7,6.5,4.4,4.2,4.6,3.3,3.8,5.1,6.5,7.4
construction,2019m2,6.7,8.6,6.7,0.1,10.1,10.0,2.4,5.3,0.3,-1.9,8.9,11.8,4.6
commerce,2019m2,1.9,2.4,2.6,3.1,4.9,3.3,1.6,2.7,2.5,1.4,2.6,2.4,2.5
services,2019m2,3.9,4.3,4.0,4.4,5.3,5.1,4.4,4.4,4.5,4.1,4.3,4.8,4.4
gdp,2019m2,1.4,2.9,2.7,3.9,7.8,6.6,2.0,2.6,2.4,2.3,4.6,5.2,4.7
