industry,vintage,tp_1997q1,tp_1997q2,tp_1997q3,tp_1997q4,tp_1997,tp_1998q1,tp_1998q2,tp_1998q3,tp_1998q4,tp_1998,tp_1999q1
agriculture,1999m6,17.1,4.2,-3.9,6.4,4.9,4.3,-1.9,2.1,15.5,3.6,10.5
fishing,1999m6,-11.7,25.0,7.8,-55.9,-12.1,-61.9,-66.8,3.7,55.6,-35.6,113.2
mining,1999m6,4.6,7.3,6.3,4.9,5.8,3.4,-1.5,7.0,9.6,4.7,13.4
manufacturing,1999m6,2.9,12.2,7.6,3.7,6.6,1.3,-9.1,2.3,-5.4,-2.8,2.3
construction,1999m6,9.0,17.1,23.5,23.7,20.4,9.2,2.5,7.0,-11.1,1.3,-12.9
commerce,1999m6,4.9,8.9,7.6,7.4,7.2,2.2,-1.0,-2.8,-7.3,-2.2,-7.3
services,1999m6,4.4,7.3,7.1,6.3,5.3,3.2,1.3,1.8,0.2,1.6,-0.3
gdp,1999m6,5.7,9.0,7.2,6.6,6.9,2.8,-2.9,2.4,-0.6,0.7,1.1
