industry,vintage,tp_1997q1,tp_1997q2,tp_1997q3,tp_1997q4,tp_1997,tp_1998q1,tp_1998q2,tp_1998q3,tp_1998q4,tp_1998,tp_1999q1
agriculture,1999m4,17.1,4.2,-3.9,6.5,4.9,4.5,-2.1,2.1,15.4,3.7,10.3
fishing,1999m4,-11.8,25.0,7.8,-55.9,-12.1,-61.9,-66.8,3.7,55.6,-35.6,113.2
mining,1999m4,4.6,7.3,6.3,4.9,5.8,3.5,-1.4,7.1,9.8,4.8,13.5
manufacturing,1999m4,2.9,12.2,7.6,3.7,6.6,1.3,-10.3,2.0,-4.1,-3.0,2.3
construction,1999m4,9.0,17.1,23.5,25.0,18.9,8.6,7.5,7.7,-11.2,2.3,-12.8
commerce,1999m4,4.9,8.9,7.6,7.5,7.3,2.4,-1.2,-0.2,-5.8,-1.2,-7.3
services,1999m4,4.4,7.3,7.1,6.3,6.3,3.2,2.1,2.8,0.2,2.1,-0.3
gdp,1999m4,5.7,9.0,7.2,6.6,7.2,2.7,-2.5,3.1,-0.1,0.7,1.0
