industry,vintage,tp_2001q1,tp_2001q2,tp_2001q3,tp_2001q4,tp_2001,tp_2002q1,tp_2002q2,tp_2002q3,tp_2002q4,tp_2002,tp_2003q1
agriculture,2003m5,1.0,-1.9,2.0,2.0,0.5,6.2,7.2,3.1,6.2,5.8,1.9
fishing,2003m5,-2.3,1.1,-18.9,-29.7,-10.5,-21.5,7.5,7.5,26.1,3.1,-19.2
mining,2003m5,-3.5,3.3,22.9,26.2,12.4,25.9,18.7,3.9,1.6,11.3,4.3
manufacturing,2003m5,-2.6,1.0,-0.6,-1.1,-0.8,-0.8,4.3,5.6,7.3,4.2,4.6
construction,2003m5,-15.7,-6.4,-8.5,5.9,-6.4,10.4,7.9,11.3,4.0,8.3,3.5
commerce,2003m5,1.5,-1.2,3.7,3.0,1.6,0.3,6.5,3.5,4.4,3.8,5.8
electricity,2003m5,2.3,3.8,4.1,5.2,3.9,6.1,6.3,4.0,5.0,5.4,5.2
services,2003m5,-2.9,-0.8,1.5,4.2,0.5,1.3,5.8,5.5,5.1,4.5,4.8
gdp,2003m5,-2.5,-0.9,1.8,4.1,0.6,2.7,6.7,5.8,5.9,5.3,5.1
