industry,vintage,tp_2013q1,tp_2013q2,tp_2013q3,tp_2013q4,tp_2013,tp_2014q1,tp_2014q2,tp_2014q3,tp_2014q4,tp_2014,tp_2015q1
agriculture,2015m5,5.8,-0.2,-0.5,2.2,1.6,1.3,-0.2,2.6,2.5,1.4,0.4
fishing,2015m5,14.7,-10.1,6.0,119.1,24.0,-4.8,-8.9,-15.2,-60.8,-27.9,-9.2
mining,2015m5,-1.3,7.0,6.1,7.4,4.9,5.0,-4.2,-2.9,-0.4,-0.8,4.1
manufacturing,2015m5,1.3,4.9,3.1,10.4,5.0,4.1,-3.0,-3.4,-10.0,-3.3,-5.2
electricity,2015m5,4.6,5.9,5.8,5.8,5.5,5.7,4.9,4.5,4.5,4.9,4.6
construction,2015m5,10.6,15.8,7.6,4.1,8.9,5.2,0.1,0.0,1.9,1.7,-6.8
commerce,2015m5,5.1,6.4,5.2,6.7,5.9,5.2,4.4,4.0,4.2,4.4,3.6
services,2015m5,5.8,6.4,5.8,6.5,6.1,5.8,4.9,4.3,4.7,4.9,4.1
gdp,2015m5,4.4,6.2,5.2,7.2,5.8,5.0,1.8,1.8,1.0,2.4,1.7
