industry,vintage,tp_2000m9,tp_2000m10,tp_2000m11,tp_2000m12,tp_2001m1,tp_2001m2,tp_2001m3,tp_2001m4,tp_2001m5,tp_2001m6,tp_2001m7,tp_2001m8,tp_2001m9
agriculture,2001m11,4.0,3.1,6.0,7.4,0.2,-0.5,-3.9,-5.0,-2.8,-0.8,-2.7,5.8,1.0
fishing,2001m11,-13.3,-22.8,15.1,-29.7,20.4,21.0,-30.1,45.9,6.0,-29.6,-31.0,-6.2,-8.9
mining,2001m11,4.9,3.3,0.9,1.0,-4.5,-6.8,0.8,0.5,4.4,5.8,17.4,23.8,22.1
manufacturing,2001m11,0.4,1.2,0.9,-6.8,0.8,-3.5,-6.1,2.7,0.9,-3.6,-3.3,-3.3,0.7
construction,2001m11,-7.8,-12.1,-15.7,-19.6,-14.8,-18.3,-14.2,1.3,-6.4,-12.4,-8.2,-9.1,-7.6
commerce,2001m11,-2.5,1.9,1.9,-1.6,-0.2,3.0,-1.4,-2.0,-1.9,-3.3,-0.4,0.5,2.2
services,2001m11,-1.8,0.8,-3.8,-2.6,-0.6,-1.5,-1.3,0.0,-0.3,-1.1,0.1,-0.1,1.9
gdp,2001m11,-1.2,0.4,-1.9,-3.5,-1.2,-2.2,-3.1,-0.2,-0.7,-2.2,-0.5,0.8,2.3
