industry,vintage,tp_2013q1,tp_2013q2,tp_2013q3,tp_2013q4,tp_2013,tp_2014q1,tp_2014q2,tp_2014q3,tp_2014q4,tp_2014,tp_2015q1,tp_2015q2,tp_2015q3,tp_2015q4,tp_2015
agriculture,2016m4,5.8,-0.2,-0.5,2.2,1.5,1.1,0.9,2.8,3.0,1.9,1.0,3.4,4.2,2.5,2.8
fishing,2016m4,14.6,-9.6,6.8,120.8,24.8,-4.8,-8.9,-15.2,-60.8,-27.9,-9.2,36.6,-21.6,43.8,15.9
mining,2016m4,-1.3,7.0,6.1,7.4,4.9,4.8,-4.3,-3.0,-0.4,-0.9,4.3,7.4,10.1,14.7,9.3
manufacturing,2016m4,1.3,4.9,3.1,10.4,5.0,3.5,-3.3,-3.7,-10.0,-3.6,-5.1,-0.1,-2.4,0.9,-1.7
electricity,2016m4,4.6,5.9,5.8,5.8,5.5,5.7,4.9,4.5,4.5,4.9,4.6,5.5,6.3,8.2,6.2
construction,2016m4,10.6,15.8,7.6,4.1,8.9,5.1,0.1,0.1,2.7,1.9,-6.8,-8.6,-6.8,-2.3,-5.9
commerce,2016m4,5.1,6.4,5.2,6.7,5.9,5.2,4.4,4.0,4.2,4.4,3.6,3.8,4.1,3.9,3.9
services,2016m4,6.6,6.6,6.1,5.9,6.3,5.8,5.0,4.4,4.8,5.0,4.1,4.0,4.3,4.5,4.2
gdp,2016m4,4.8,6.3,5.3,6.9,5.9,5.0,1.9,1.8,1.2,2.4,1.8,3.1,3.2,4.7,3.3
