industry,vintage,tp_2012q1,tp_2012q2,tp_2012q3,tp_2012q4,tp_2012,tp_2013q1,tp_2013q2,tp_2013q3,tp_2013q4,tp_2013,tp_2014q1,tp_2014q2
agriculture,2014m8,3.7,8.5,3.5,6.8,5.9,5.6,-0.4,-0.5,2.3,1.5,0.8,-0.5
fishing,2014m8,-32.8,-27.3,-3.0,-52.4,-32.2,8.3,-11.9,-2.3,107.3,18.1,0.8,-7.0
mining,2014m8,3.0,4.6,4.0,-0.3,2.8,-1.3,7.0,6.1,7.4,4.9,5.0,-4.3
manufacturing,2014m8,2.1,-0.8,3.4,1.2,1.5,0.3,4.9,3.7,12.8,5.5,4.4,-3.4
electricity,2014m8,6.7,5.4,6.4,4.9,5.8,4.6,5.9,5.8,5.8,5.5,5.7,4.9
construction,2014m8,17.4,19.3,19.8,9.6,15.8,10.6,15.8,7.6,4.1,8.9,5.5,-0.4
commerce,2014m8,8.4,6.9,6.8,6.9,7.2,5.1,6.4,5.2,6.7,5.9,5.2,4.4
services,2014m8,7.0,6.7,7.5,8.0,7.3,6.1,6.4,5.8,5.9,6.0,5.8,4.8
gdp,2014m8,6.0,5.7,6.8,5.4,6.0,4.3,6.2,5.2,7.2,5.8,5.1,1.7
