industry,vintage,tp_2006m11,tp_2006m12,tp_2007m1,tp_2007m2,tp_2007m3,tp_2007m4,tp_2007m5,tp_2007m6,tp_2007m7,tp_2007m8,tp_2007m9,tp_2007m10,tp_2007m11
agriculture,2008m1,10.2,4.5,6.4,7.7,3.4,-1.3,3.6,3.0,-3.6,-3.1,1.6,4.1,1.4
fishing,2008m1,-34.2,29.6,20.5,26.2,2.2,8.5,12.2,-5.3,-4.0,-2.5,-13.7,-3.9,14.4
mining,2008m1,-6.1,-6.6,-4.5,-2.8,2.4,-1.1,-0.5,-4.1,2.0,3.4,8.4,7.4,1.2
manufacturing,2008m1,4.3,12.1,11.9,7.5,7.1,10.4,13.0,10.8,14.0,7.0,9.4,14.2,11.5
electricity,2008m1,7.7,8.3,8.4,7.8,8.6,10.2,9.7,10.4,10.4,7.7,6.6,8.0,8.0
construction,2008m1,15.1,8.1,11.0,5.3,10.5,13.0,24.6,22.2,25.2,14.7,14.7,19.9,13.1
commerce,2008m1,11.9,10.4,15.0,13.6,8.3,7.5,7.9,4.4,13.6,9.3,12.3,12.5,6.8
services,2008m1,7.2,8.5,9.3,8.7,6.9,9.9,8.6,7.9,8.8,7.3,8.9,9.0,8.5
gdp,2008m1,6.6,8.1,9.5,8.3,6.7,7.8,8.8,7.2,9.5,6.9,9.1,10.4,8.1
