industry,vintage,tp_2017q1,tp_2017q2,tp_2017q3,tp_2017q4,tp_2017,tp_2018q1,tp_2018q2,tp_2018q3,tp_2018q4,tp_2018,tp_2019q1
agriculture,2019m5,-0.1,0.6,6.9,4.5,2.8,7.3,10.8,6.6,5.6,7.8,4.9
fishing,2019m5,37.9,128.8,-42.8,-51.5,4.7,6.1,29.2,4.9,154.6,39.7,-20.5
mining,2019m5,4.3,2.0,4.5,2.9,3.4,0.4,-0.6,-2.8,-2.0,-1.3,-0.6
manufacturing,2019m5,2.3,4.4,-1.7,-5.3,-0.2,0.5,10.9,1.7,11.4,6.2,-0.9
electricity,2019m5,1.1,1.6,1.7,0.2,1.1,2.3,5.0,3.9,6.4,4.4,6.0
construction,2019m5,-5.5,-3.1,5.9,9.0,2.1,4.9,7.4,1.1,7.9,5.4,1.8
commerce,2019m5,0.1,0.9,1.4,1.7,1.0,2.7,3.2,2.2,2.5,2.6,2.4
services,2019m5,3.1,2.9,3.3,3.8,3.3,4.3,5.2,4.0,4.1,4.4,3.7
gdp,2019m5,2.3,2.6,2.7,2.3,2.5,3.2,5.5,2.5,4.7,4.0,2.3
