industry,vintage,tp_1999m6,tp_1999m7,tp_1999m8,tp_1999m9,tp_1999m10,tp_1999m11,tp_1999m12,tp_2000m1,tp_2000m2,tp_2000m3,tp_2000m4,tp_2000m5,tp_2000m6
agriculture,2000m8,17.7,24.4,11.1,10.0,8.2,4.7,-6.1,0.8,4.4,6.3,7.6,6.1,8.2
fishing,2000m8,44.1,-17.4,-10.4,-12.6,29.2,24.8,68.2,-8.2,-7.8,131.9,-14.9,25.8,26.7
mining,2000m8,19.8,8.5,10.3,7.4,9.7,13.6,2.9,5.0,8.2,-1.5,3.2,5.1,-2.2
manufacturing,2000m8,-1.8,-5.3,-6.0,0.0,6.3,9.0,17.4,10.3,12.2,18.7,5.8,12.2,10.3
construction,2000m8,-12.9,-16.3,-19.3,-14.5,-1.6,1.6,-2.8,6.9,8.7,0.4,-8.4,4.8,-3.0
commerce,2000m8,0.5,0.9,-3.9,0.2,3.6,4.3,0.3,7.1,9.5,10.2,6.2,7.2,6.9
services,2000m8,1.8,0.2,-0.8,1.9,2.5,3.3,2.6,4.6,4.1,4.9,4.1,5.1,3.8
gdp,2000m8,2.8,0.6,-2.0,1.0,3.9,5.0,3.7,5.5,6.4,7.7,4.2,6.6,5.1
