industry,vintage,tp_2006m4,tp_2006m5,tp_2006m6,tp_2006m7,tp_2006m8,tp_2006m9,tp_2006m10,tp_2006m11,tp_2006m12,tp_2007m1,tp_2007m2,tp_2007m3,tp_2007m4
agriculture,2007m6,10.9,4.1,2.7,10.0,14.9,9.0,9.6,9.4,4.1,5.7,6.4,2.4,-1.9
fishing,2007m6,-19.8,-19.2,4.9,-3.5,28.5,46.9,18.9,-35.3,30.6,10.2,9.4,-17.1,0.6
mining,2007m6,8.1,9.6,5.3,2.5,-1.1,-3.2,-8.7,-6.9,-7.3,-4.5,-2.8,2.3,-1.1
manufacturing,2007m6,-0.8,3.1,6.6,5.8,10.2,8.3,9.6,3.6,11.9,11.5,7.3,6.5,9.9
construction,2007m6,4.8,19.2,16.0,11.6,21.3,14.5,18.2,14.8,8.1,11.0,5.3,10.6,13.0
commerce,2007m6,8.7,7.6,11.0,14.6,14.6,12.6,17.1,13.1,13.0,14.2,11.9,5.9,6.1
electricity,2007m6,3.5,4.7,6.6,8.0,7.2,7.6,7.6,7.7,8.0,8.4,7.8,8.5,7.9
services,2007m6,4.6,9.1,7.4,9.3,10.7,6.7,10.9,8.7,9.3,9.9,8.5,7.0,10.3
gdp,2007m6,4.5,7.4,7.6,9.4,10.2,7.9,9.7,6.9,8.9,9.2,7.7,5.8,7.3
