industry,vintage,tp_2010m10,tp_2010m11,tp_2010m12,tp_2011m1,tp_2011m2,tp_2011m3,tp_2011m4,tp_2011m5,tp_2011m6,tp_2011m7,tp_2011m8,tp_2011m9,tp_2011m10
agriculture,2011m12,4.9,6.8,7.9,5.1,5.7,0.6,3.0,1.1,3.9,9.7,6.5,1.6,2.1
fishing,2011m12,-15.6,-33.9,-21.5,25.6,21.6,17.1,39.0,27.9,18.2,23.2,27.5,27.8,32.5
mining,2011m12,-0.7,-3.6,1.3,0.0,-3.5,2.4,-3.9,2.8,-5.6,-1.1,3.1,0.7,-0.7
manufacturing,2011m12,14.7,14.7,9.5,15.1,11.4,10.8,9.6,5.6,2.5,3.9,5.3,1.8,-0.8
electricity,2011m12,8.2,7.5,6.2,7.6,7.7,6.7,6.6,8.1,7.4,7.5,8.2,7.6,7.3
construction,2011m12,10.7,23.8,12.5,16.2,4.9,3.6,0.1,3.7,-2.8,-3.0,6.6,1.6,4.4
commerce,2011m12,8.0,10.8,10.9,10.4,11.1,9.6,9.3,8.8,8.4,8.5,8.5,8.8,8.7
services,2011m12,8.2,9.4,9.0,9.7,9.0,9.3,9.0,9.7,8.2,7.7,8.4,7.7,6.8
gdp,2011m12,8.5,10.2,8.9,10.2,8.5,8.1,7.4,7.5,5.6,6.3,7.5,5.8,5.1
