year;id_ns;date;base_year
2012;41;26/10/2012;1994
2012;42;2/11/2012;1994
2012;43;9/11/2012;1994
2012;44;16/11/2012;1994
2012;45;23/11/2012;1994
2012;46;30/11/2012;1994
2012;47;7/12/2012;1994
2012;48;14/12/2012;1994
2012;49;21/12/2012;1994
2013;1;4/01/2013;1994
2013;2;11/01/2013;1994
2013;3;18/01/2013;1994
2013;4;25/01/2013;1994
2013;5;1/02/2013;1994
2013;6;8/02/2013;1994
2013;7;15/02/2013;1994
2013;8;22/02/2013;1994
2013;9;1/03/2013;1994
2013;10;8/03/2013;1994
2013;11;15/03/2013;1994
2013;12;22/03/2013;1994
2013;13;5/04/2013;1994
2013;14;12/04/2013;1994
2013;15;19/04/2013;1994
2013;16;26/04/2013;1994
2013;17;3/05/2013;1994
2013;18;10/05/2013;1994
2013;19;17/05/2013;1994
2013;20;24/05/2013;1994
2013;21;31/05/2013;1994
2013;22;7/06/2013;1994
2013;23;14/06/2013;1994
2013;24;21/06/2013;1994
2013;25;27/06/2013;1994
2013;26;5/07/2013;1994
2013;27;12/07/2013;1994
2013;28;19/07/2013;1994
2013;29;26/07/2013;1994
2013;30;9/08/2013;1994
2013;31;16/08/2013;1994
2013;32;23/08/2013;1994
2013;33;29/08/2013;1994
2013;34;6/09/2013;1994
2013;35;13/09/2013;1994
2013;36;20/09/2013;1994
2013;37;27/09/2013;1994
2013;38;4/10/2013;1994
2013;39;11/10/2013;1994
2013;40;18/10/2013;1994
2013;41;25/10/2013;1994
2013;42;31/10/2013;1994
2013;43;8/11/2013;1994
2013;44;15/11/2013;1994
2013;45;22/11/2013;1994
2013;46;29/11/2013;1994
2013;47;6/12/2013;1994
2013;48;13/12/2013;1994
2013;49;20/12/2013;1994
2013;50;27/12/2013;1994
2014;1;10/01/2014;1994
2014;2;17/01/2014;1994
2014;3;24/01/2014;1994
2014;4;31/01/2014;1994
2014;5;7/02/2014;1994
2014;6;14/02/2014;1994
2014;7;21/02/2014;1994
2014;8;28/02/2014;1994
2014;9;7/03/2014;1994
2014;10;14/03/2014;1994
2014;11;21/03/2014;2007
2014;12;28/03/2014;2007
2014;13;4/04/2014;2007
2014;14;11/04/2014;2007
2014;15;25/04/2014;2007
2014;16;2/05/2014;2007
2014;17;9/05/2014;2007
2014;18;16/05/2014;2007
2014;19;23/05/2014;2007
2014;20;30/05/2014;2007
2014;21;6/06/2014;2007
2014;22;13/06/2014;2007
2014;23;20/06/2014;2007
2014;24;27/06/2014;2007
2014;25;4/07/2014;2007
2014;26;11/07/2014;2007
2014;27;18/07/2014;2007
2014;28;25/07/2014;2007
2014;29;8/08/2014;2007
2014;30;15/08/2014;2007
2014;31;22/08/2014;2007
2014;32;29/08/2014;2007
2014;33;5/09/2014;2007
2014;34;12/09/2014;2007
2014;35;19/09/2014;2007
2014;36;26/09/2014;2007
2014;37;3/10/2014;2007
2014;38;10/10/2014;2007
2014;39;17/10/2014;2007
2014;40;24/10/2014;2007
2014;41;31/10/2014;2007
2014;42;7/11/2014;2007
2014;43;14/11/2014;2007
2014;44;21/11/2014;2007
2014;45;28/11/2014;2007
2014;46;5/12/2014;2007
2014;47;12/12/2014;2007
2014;48;19/12/2014;2007
2014;49;26/12/2014;2007
2015;1;9/01/2015;2007
2015;2;16/01/2015;2007
2015;3;23/01/2015;2007
2015;4;30/01/2015;2007
2015;5;6/02/2015;2007
2015;6;13/02/2015;2007
2015;7;20/02/2015;2007
2015;8;27/02/2015;2007
2015;9;6/03/2015;2007
2015;10;13/03/2015;2007
2015;11;20/03/2015;2007
2015;12;27/03/2015;2007
2015;13;10/04/2015;2007
2015;14;17/04/2015;2007
2015;15;24/04/2015;2007
2015;16;30/04/2015;2007
2015;17;8/05/2015;2007
2015;18;15/05/2015;2007
2015;19;22/05/2015;2007
2015;20;29/05/2015;2007
2015;21;5/06/2015;2007
2015;22;12/06/2015;2007
2015;23;19/06/2015;2007
2015;24;26/06/2015;2007
2015;25;3/07/2015;2007
2015;26;10/07/2015;2007
2015;27;17/07/2015;2007
2015;28;24/07/2015;2007
2015;29;7/08/2015;2007
2015;30;14/08/2015;2007
2015;31;21/08/2015;2007
2015;32;28/08/2015;2007
2015;33;4/09/2015;2007
2015;34;11/09/2015;2007
2015;35;18/09/2015;2007
2015;36;25/09/2015;2007
2015;37;2/10/2015;2007
2015;38;16/10/2015;2007
2015;39;23/10/2015;2007
2015;40;30/10/2015;2007
2015;41;6/11/2015;2007
2015;42;13/11/2015;2007
2015;43;20/11/2015;2007
2015;44;27/11/2015;2007
2015;45;4/12/2015;2007
2015;46;11/12/2015;2007
2015;47;18/12/2015;2007
2015;48;24/12/2015;2007
2016;1;8/01/2016;2007
2016;2;15/01/2016;2007
2016;3;22/01/2016;2007
2016;4;29/01/2016;2007
2016;5;5/02/2016;2007
2016;6;12/02/2016;2007
2016;7;19/02/2016;2007
2016;8;26/02/2016;2007
2016;9;4/03/2016;2007
2016;10;11/03/2016;2007
2016;11;18/03/2016;2007
2016;12;1/04/2016;2007
2016;13;8/04/2016;2007
2016;14;15/04/2016;2007
2016;15;22/04/2016;2007
2016;16;29/04/2016;2007
2016;17;6/05/2016;2007
2016;18;13/05/2016;2007
2016;19;20/05/2016;2007
2016;20;27/05/2016;2007
2016;21;3/06/2016;2007
2016;22;10/06/2016;2007
2016;23;17/06/2016;2007
2016;24;24/06/2016;2007
2016;25;1/07/2016;2007
2016;26;8/07/2016;2007
2016;27;15/07/2016;2007
2016;28;22/07/2016;2007
2016;29;5/08/2016;2007
2016;30;12/08/2016;2007
2016;31;19/08/2016;2007
2016;32;26/08/2016;2007
2016;33;2/09/2016;2007
2016;34;9/09/2016;2007
2016;35;16/09/2016;2007
2016;36;23/09/2016;2007
2016;37;30/09/2016;2007
2016;38;7/10/2016;2007
2016;39;14/10/2016;2007
2016;40;21/10/2016;2007
2016;41;28/10/2016;2007
2016;42;4/11/2016;2007
2016;43;11/11/2016;2007
2016;44;25/11/2016;2007
2016;45;2/12/2016;2007
2016;46;9/12/2016;2007
2016;47;16/12/2016;2007
2016;48;23/12/2016;2007
2017;1;5/01/2017;2007
2017;2;12/01/2017;2007
2017;3;19/01/2017;2007
2017;4;26/01/2017;2007
2017;5;2/02/2017;2007
2017;6;9/02/2017;2007
2017;7;16/02/2017;2007
2017;8;23/02/2017;2007
2017;9;2/03/2017;2007
2017;10;9/03/2017;2007
2017;11;16/03/2017;2007
2017;12;23/03/2017;2007
2017;13;30/03/2017;2007
2017;14;6/04/2017;2007
2017;15;20/04/2017;2007
2017;16;27/04/2017;2007
2017;17;4/05/2017;2007
2017;18;11/05/2017;2007
2017;19;18/05/2017;2007
2017;20;25/05/2017;2007
2017;21;1/06/2017;2007
2017;22;8/06/2017;2007
2017;23;15/06/2017;2007
2017;24;22/06/2017;2007
2017;25;29/06/2017;2007
2017;26;6/07/2017;2007
2017;27;13/07/2017;2007
2017;28;20/07/2017;2007
2017;29;3/08/2017;2007
2017;30;10/08/2017;2007
2017;31;17/08/2017;2007
2017;32;24/08/2017;2007
2017;33;31/08/2017;2007
2017;34;7/09/2017;2007
2017;35;14/09/2017;2007
2017;36;21/09/2017;2007
2017;37;28/09/2017;2007
2017;38;5/10/2017;2007
2017;39;12/10/2017;2007
2017;40;19/10/2017;2007
2017;41;26/10/2017;2007
2017;42;2/11/2017;2007
2017;43;9/11/2017;2007
2017;44;16/11/2017;2007
2017;45;23/11/2017;2007
2017;46;30/11/2017;2007
2017;47;7/12/2017;2007
2017;48;14/12/2017;2007
2017;49;21/12/2017;2007
2018;1;11/01/2018;2007
2018;2;18/01/2018;2007
2018;3;25/01/2018;2007
2018;4;1/02/2018;2007
2018;5;8/02/2018;2007
2018;6;15/02/2018;2007
2018;7;22/02/2018;2007
2018;8;1/03/2018;2007
2018;9;8/03/2018;2007
2018;10;15/03/2018;2007
2018;11;22/03/2018;2007
2018;12;5/04/2018;2007
2018;13;12/04/2018;2007
2018;14;19/04/2018;2007
2018;15;26/04/2018;2007
2018;16;3/05/2018;2007
2018;17;10/05/2018;2007
2018;18;17/05/2018;2007
2018;19;24/05/2018;2007
2018;20;31/05/2018;2007
2018;21;7/06/2018;2007
2018;22;14/06/2018;2007
2018;23;21/06/2018;2007
2018;24;28/06/2018;2007
2018;25;5/07/2018;2007
2018;26;12/07/2018;2007
2018;27;19/07/2018;2007
2018;28;26/07/2018;2007
2018;29;2/08/2018;2007
2018;30;9/08/2018;2007
2018;31;16/08/2018;2007
2018;32;23/08/2018;2007
2018;33;30/08/2018;2007
2018;34;6/09/2018;2007
2018;35;13/09/2018;2007
2018;36;20/09/2018;2007
2018;37;27/09/2018;2007
2018;38;4/10/2018;2007
2018;39;11/10/2018;2007
2018;40;18/10/2018;2007
2018;41;25/10/2018;2007
2018;42;1/11/2018;2007
2018;43;8/11/2018;2007
2018;44;15/11/2018;2007
2018;45;22/11/2018;2007
2018;46;29/11/2018;2007
2018;47;6/12/2018;2007
2018;48;13/12/2018;2007
2018;49;20/12/2018;2007
2019;1;10/01/2019;2007
2019;2;17/01/2019;2007
2019;3;24/01/2019;2007
2019;4;31/01/2019;2007
2019;5;7/02/2019;2007
2019;6;14/02/2019;2007
2019;7;21/02/2019;2007
2019;8;7/03/2019;2007
2019;9;14/03/2019;2007
2019;10;21/03/2019;2007
2019;11;4/04/2019;2007
2019;12;11/04/2019;2007
2019;13;25/04/2019;2007
2019;14;2/05/2019;2007
2019;15;7/05/2019;2007
2019;16;16/05/2019;2007
2019;17;23/05/2019;2007
2019;18;6/06/2019;2007
2019;19;13/06/2019;2007
2019;20;20/06/2019;2007
2019;21;4/07/2019;2007
2019;22;11/07/2019;2007
2019;23;25/07/2019;2007
2019;24;8/08/2019;2007
2019;25;15/08/2019;2007
2019;26;22/08/2019;2007
2019;27;5/09/2019;2007
2019;28;12/09/2019;2007
2019;29;19/09/2019;2007
2019;30;3/10/2019;2007
2019;31;10/10/2019;2007
2019;32;17/10/2019;2007
2019;33;24/10/2019;2007
2019;34;7/11/2019;2007
2019;35;14/11/2019;2007
2019;36;21/11/2019;2007
2019;37;5/12/2019;2007
2019;38;12/12/2019;2007
2019;39;19/12/2019;2007
2020;1;9/01/2020;2007
2020;2;16/01/2020;2007
2020;3;23/01/2020;2007
2020;4;6/02/2020;2007
2020;5;13/02/2020;2007
2020;6;20/02/2020;2007
2020;7;27/02/2020;2007
2020;8;5/03/2020;2007
2020;9;12/03/2020;2007
2020;10;19/03/2020;2007
2020;11;26/03/2020;2007
2020;12;2/04/2020;2007
2020;13;8/04/2020;2007
2020;14;16/04/2020;2007
2020;15;23/04/2020;2007
2020;16;30/04/2020;2007
2020;17;7/05/2020;2007
2020;18;14/05/2020;2007
2020;19;21/05/2020;2007
2020;20;28/05/2020;2007
2020;21;4/06/2020;2007
2020;22;11/06/2020;2007
2020;23;18/06/2020;2007
2020;24;25/06/2020;2007
2020;25;2/07/2020;2007
2020;26;9/07/2020;2007
2020;27;16/07/2020;2007
2020;28;23/07/2020;2007
2020;29;6/08/2020;2007
2020;30;13/08/2020;2007
2020;31;20/08/2020;2007
2020;32;27/08/2020;2007
2020;33;3/09/2020;2007
2020;34;10/09/2020;2007
2020;35;17/09/2020;2007
2020;36;24/09/2020;2007
2020;37;7/10/2020;2007
2020;38;15/10/2020;2007
2020;39;23/10/2020;2007
2020;40;5/11/2020;2007
2020;41;12/11/2020;2007
2020;42;19/11/2020;2007
2020;43;26/11/2020;2007
2020;44;3/12/2020;2007
2020;45;10/12/2020;2007
2020;46;17/12/2020;2007
2020;47;23/12/2020;2007
2021;1;7/01/2021;2007
2021;2;14/01/2021;2007
2021;3;21/01/2021;2007
2021;4;28/01/2021;2007
2021;5;4/02/2021;2007
2021;6;11/02/2021;2007
2021;7;18/02/2021;2007
2021;8;25/02/2021;2007
2021;9;4/03/2021;2007
2021;10;11/03/2021;2007
2021;11;18/03/2021;2007
2021;12;25/03/2021;2007
2021;13;8/04/2021;2007
2021;14;15/04/2021;2007
2021;15;22/04/2021;2007
2021;16;29/04/2021;2007
2021;17;6/05/2021;2007
2021;18;13/05/2021;2007
2021;19;20/05/2021;2007
2021;20;27/05/2021;2007
2021;21;3/06/2021;2007
2021;22;10/06/2021;2007
2021;23;17/06/2021;2007
2021;24;24/06/2021;2007
2021;25;8/07/2021;2007
2021;26;15/07/2021;2007
2021;27;22/07/2021;2007
2021;28;5/08/2021;2007
2021;29;12/08/2021;2007
2021;30;19/08/2021;2007
2021;31;26/08/2021;2007
2021;32;2/09/2021;2007
2021;33;9/09/2021;2007
2021;34;23/09/2021;2007
2021;35;7/10/2021;2007
2021;36;14/10/2021;2007
2021;37;21/10/2021;2007
2021;38;28/10/2021;2007
2021;39;4/11/2021;2007
2021;40;11/11/2021;2007
2021;41;18/11/2021;2007
2021;42;25/11/2021;2007
2021;43;2/12/2021;2007
2021;44;9/12/2021;2007
2021;45;16/12/2021;2007
2021;46;23/12/2021;2007
2022;1;6/01/2022;2007
2022;2;13/01/2022;2007
2022;3;20/01/2022;2007
2022;4;27/01/2022;2007
2022;5;3/02/2022;2007
2022;6;10/02/2022;2007
2022;7;17/02/2022;2007
2022;8;24/02/2022;2007
2022;9;3/03/2022;2007
2022;10;10/03/2022;2007
2022;11;17/03/2022;2007
2022;12;24/03/2022;2007
2022;13;7/04/2022;2007
2022;14;13/04/2022;2007
2022;15;21/04/2022;2007
2022;16;28/04/2022;2007
2022;17;5/05/2022;2007
2022;18;12/05/2022;2007
2022;19;19/05/2022;2007
2022;20;26/05/2022;2007
2022;21;2/06/2022;2007
2022;22;9/06/2022;2007
2022;23;23/06/2022;2007
2022;24;7/07/2022;2007
2022;25;14/07/2022;2007
2022;26;21/07/2022;2007
2022;27;4/08/2022;2007
2022;28;11/08/2022;2007
2022;29;18/08/2022;2007
2022;30;25/08/2022;2007
2022;31;8/09/2022;2007
2022;32;15/09/2022;2007
2022;33;22/09/2022;2007
2022;34;6/10/2022;2007
2022;35;13/10/2022;2007
2022;36;20/10/2022;2007
2022;37;27/10/2022;2007
2022;38;3/11/2022;2007
2022;39;10/11/2022;2007
2022;40;17/11/2022;2007
2022;41;24/11/2022;2007
2022;42;7/12/2022;2007
2022;43;15/12/2022;2007
2022;44;22/12/2022;2007
2023;1;5/01/2023;2007
2023;2;12/01/2023;2007
2023;3;19/01/2023;2007
2023;4;26/01/2023;2007
2023;5;2/02/2023;2007
2023;6;9/02/2023;2007
2023;7;16/02/2023;2007
2023;8;23/02/2023;2007
2023;9;9/03/2023;2007
2023;10;16/03/2023;2007
2023;11;23/03/2023;2007
2023;12;13/04/2023;2007
2023;13;20/04/2023;2007
2023;14;27/04/2023;2007
2023;15;4/05/2023;2007
2023;16;11/05/2023;2007
2023;17;18/05/2023;2007
2023;18;25/05/2023;2007
2023;19;1/06/2023;2007
2023;20;8/06/2023;2007
2023;21;15/06/2023;2007
2023;22;22/06/2023;2007
2023;23;6/07/2023;2007
2023;24;13/07/2023;2007
2023;25;20/07/2023;2007
2023;26;3/08/2023;2007
2023;27;10/08/2023;2007
2023;28;17/08/2023;2007
2023;29;24/08/2023;2007
2023;30;7/09/2023;2007
2023;31;14/09/2023;2007
2023;32;21/09/2023;2007
2023;33;5/10/2023;2007
2023;34;12/10/2023;2007
2023;35;19/10/2023;2007
2023;36;26/10/2023;2007
2023;37;2/11/2023;2007
2023;38;9/11/2023;2007
2023;39;16/11/2023;2007
2023;40;23/11/2023;2007
2023;41;7/12/2023;2007
2023;42;14/12/2023;2007
2023;43;21/12/2023;2007
2024;1;4/01/2024;2007
2024;2;11/01/2024;2007
2024;3;18/01/2024;2007
2024;4;25/01/2024;2007
2024;5;1/02/2024;2007
2024;6;8/02/2024;2007
2024;7;15/02/2024;2007
2024;8;22/02/2024;2007
2024;9;7/03/2024;2007
2024;10;14/03/2024;2007
2024;11;21/03/2024;2007
2024;12;4/04/2024;2007
2024;13;11/04/2024;2007
2024;14;18/04/2024;2007
2024;15;25/04/2024;2007
2024;16;2/05/2024;2007
2024;17;9/05/2024;2007
2024;18;16/05/2024;2007
2024;19;23/05/2024;2007
2024;20;6/06/2024;2007
2024;21;13/06/2024;2007
2024;22;20/06/2024;2007
2024;23;27/06/2024;2007
