industry,vintage,tp_2009q1,tp_2009q2,tp_2009q3,tp_2009q4,tp_2009,tp_2010q1,tp_2010q2,tp_2010q3,tp_2010q4,tp_2010,tp_2011q1,tp_2011q2,tp_2011q3
agriculture,2011m11,4.4,1.1,2.3,1.9,2.3,3.8,4.4,2.4,6.6,4.3,3.6,2.6,6.2
fishing,2011m11,-14.2,1.4,-6.1,-14.6,-7.9,-8.2,-9.7,-27.0,-25.3,-16.4,12.4,20.7,65.5
mining,2011m11,3.7,0.5,0.1,-1.6,0.6,1.1,1.7,-2.3,-1.0,-0.1,-0.3,-2.3,0.9
manufacturing,2011m11,-4.2,-11.6,-10.3,-2.3,-7.2,7.5,16.8,17.4,13.0,13.6,12.4,5.8,3.7
electricity,2011m11,1.2,0.3,-0.3,3.5,1.2,6.5,8.6,8.4,7.3,7.7,7.3,7.4,7.7
construction,2011m11,5.1,-1.1,4.9,14.8,6.1,16.8,21.5,16.6,15.5,17.4,8.1,0.4,1.8
commerce,2011m11,0.4,-2.1,-1.8,2.2,-0.4,8.1,11.0,9.6,9.9,9.7,10.3,8.8,8.6
services,2011m11,3.7,1.7,1.8,5.2,3.1,4.9,8.8,9.3,8.9,8.0,9.3,8.9,7.9
gdp,2011m11,1.9,-1.2,-0.6,3.4,0.9,6.2,10.0,9.6,9.2,8.8,8.9,6.8,6.6
