industry,vintage,tp_2004q1,tp_2004q2,tp_2004q3,tp_2004q4,tp_2004,tp_2005q1,tp_2005q2,tp_2005q3,tp_2005q4,tp_2005,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006
agriculture,2007m3,4.6,-1.6,1.2,4.8,1.7,2.2,5.8,5.0,6.1,4.8,4.7,5.8,11.2,7.6,7.2
fishing,2007m3,14.0,36.3,46.6,38.1,33.9,13.6,2.0,-6.4,-2.6,1.2,31.9,-12.3,18.2,-8.5,2.7
mining,2007m3,12.3,2.8,1.5,4.8,5.2,1.0,4.8,10.9,15.7,8.1,6.1,7.6,-0.6,-7.6,1.0
manufacturing,2007m3,5.4,6.2,6.9,10.9,7.4,7.3,8.0,6.2,4.5,6.5,7.3,3.0,8.1,8.2,6.6
electricity,2007m3,4.7,4.4,4.1,5.0,4.6,3.7,5.6,5.7,6.3,5.3,7.2,4.9,7.6,7.8,6.9
construction,2007m3,7.3,4.1,3.4,4.1,4.7,2.2,6.9,10.6,13.3,8.4,16.3,13.2,16.0,13.5,14.7
commerce,2007m3,2.9,4.0,5.4,11.4,5.8,6.3,5.9,4.4,4.1,5.2,11.7,9.0,14.0,14.4,12.1
services,2007m3,3.3,3.2,4.8,6.4,4.4,6.2,4.9,5.8,8.3,6.3,7.2,7.1,8.9,9.6,8.2
gdp,2007m3,4.6,4.2,4.8,7.2,5.2,5.9,5.9,6.3,7.7,6.4,8.0,6.5,9.2,8.5,8.0
