industry,vintage,tp_2001m11,tp_2001m12,tp_2002m1,tp_2002m2,tp_2002m3,tp_2002m4,tp_2002m5,tp_2002m6,tp_2002m7,tp_2002m8,tp_2002m9,tp_2002m10,tp_2002m11
agriculture,2003m1,0.3,0.7,7.0,6.6,8.8,11.0,9.3,-0.7,1.6,-0.3,3.7,2.4,6.2
fishing,2003m1,-54.1,-38.0,-14.6,-25.0,-22.4,-17.0,12.9,37.4,5.4,0.1,18.3,-27.3,57.7
mining,2003m1,23.5,27.9,29.8,19.5,27.2,19.7,15.2,21.0,0.9,6.9,2.8,4.5,2.6
manufacturing,2003m1,-3.7,-2.1,1.7,0.2,-4.1,8.7,1.5,3.1,5.4,4.1,7.4,3.1,7.4
construction,2003m1,8.1,12.8,15.5,10.5,4.8,8.5,5.3,10.2,13.5,7.8,13.3,4.2,-0.3
commerce,2003m1,1.4,1.6,1.2,-0.3,-0.4,7.2,6.0,1.9,1.9,0.9,6.8,3.6,5.3
services,2003m1,2.4,4.3,1.9,1.5,-0.4,7.1,3.5,5.3,4.9,4.5,7.9,5.9,6.3
gdp,2003m1,2.2,4.1,4.3,2.7,1.4,8.3,5.0,5.0,4.4,3.8,7.3,4.5,5.9
