industry,vintage,tp_2002m7,tp_2002m8,tp_2002m9,tp_2002m10,tp_2002m11,tp_2002m12,tp_2003m1,tp_2003m2,tp_2003m3,tp_2003m4,tp_2003m5,tp_2003m6,tp_2003m7
agriculture,2003m9,2.7,0.6,6.6,3.4,8.5,6.6,5.2,1.3,0.4,5.1,0.6,6.0,4.4
fishing,2003m9,4.7,1.7,18.6,-26.3,57.7,51.8,-20.7,8.0,-26.6,7.2,-26.7,-33.6,-26.2
mining,2003m9,0.9,7.1,3.7,4.2,2.4,-1.7,2.9,9.9,1.4,8.2,14.0,10.2,11.9
manufacturing,2003m9,5.4,4.1,7.4,3.1,7.5,11.7,4.2,6.6,5.5,-0.6,-0.5,3.3,1.0
electricity,2003m9,3.1,3.6,5.4,5.0,4.6,5.3,4.3,5.9,4.0,2.1,2.1,6.4,6.7
construction,2003m9,13.5,7.5,13.3,4.2,2.4,5.5,-4.7,4.6,11.5,2.0,3.4,9.0,0.4
commerce,2003m9,2.2,1.2,7.4,2.2,4.7,6.1,7.4,5.4,8.3,2.6,-1.7,6.3,2.6
services,2003m9,4.6,4.0,8.1,4.6,6.5,4.1,5.9,5.5,5.4,3.8,2.5,4.5,3.9
gdp,2003m9,5.0,4.1,8.5,4.4,6.7,6.5,5.2,6.0,6.1,3.1,1.5,5.7,3.3
