industry,vintage,tp_2002m9,tp_2002m10,tp_2002m11,tp_2002m12,tp_2003m1,tp_2003m2,tp_2003m3,tp_2003m4,tp_2003m5,tp_2003m6,tp_2003m7,tp_2003m8,tp_2003m9
agriculture,2003m11,6.2,3.0,8.6,6.5,5.2,1.4,0.6,5.4,0.6,7.2,5.1,2.3,0.8
fishing,2003m11,14.4,-19.3,61.0,57.5,-20.7,8.5,-25.4,10.3,-23.6,-31.2,-26.2,5.2,-5.8
mining,2003m11,4.2,4.6,2.8,-1.3,2.9,9.9,1.4,8.2,14.0,10.3,11.9,1.2,10.0
manufacturing,2003m11,6.6,1.1,6.7,11.4,4.6,7.4,6.1,-0.6,-0.6,3.6,1.1,1.4,2.6
electricity,2003m11,5.7,5.4,5.0,5.6,4.4,6.0,4.1,2.1,3.6,6.5,6.0,4.8,3.6
construction,2003m11,12.6,3.6,2.0,5.0,-4.7,4.5,11.4,1.9,3.3,8.8,0.3,3.4,2.3
commerce,2003m11,8.4,2.7,5.3,7.5,8.0,6.0,9.0,2.8,-1.1,7.6,3.4,3.1,2.3
services,2003m11,7.7,3.5,5.6,0.4,6.2,5.5,5.6,4.0,2.8,4.9,4.6,2.3,2.5
gdp,2003m11,8.0,3.4,6.0,4.7,6.4,6.3,6.4,3.2,1.7,6.2,3.8,3.1,3.6
