industry,vintage,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007,tp_2008q1,tp_2008q2,tp_2008q3
agriculture,2009m1,4.2,6.4,13.3,10.7,8.4,8.4,2.3,-1.4,5.0,3.3,3.6,6.6,7.3
fishing,2009m1,25.9,-10.5,16.3,-5.0,2.4,14.5,9.4,-5.3,5.6,6.9,5.3,2.9,8.5
mining,2009m1,6.5,8.0,0.0,-7.3,1.4,-1.0,-1.4,5.2,7.8,2.7,6.2,10.0,7.5
manufacturing,2009m1,7.6,4.0,8.9,9.7,7.5,9.7,11.2,10.3,11.9,10.8,9.9,10.0,7.4
electricity,2009m1,7.4,4.9,7.5,7.7,6.9,8.1,9.7,8.1,7.9,8.5,9.3,8.5,8.8
construction,2009m1,16.1,13.2,16.1,13.7,14.8,9.0,20.1,17.8,19.1,16.6,18.7,20.9,15.9
commerce,2009m1,11.0,8.8,13.6,13.7,11.7,11.6,6.5,11.5,9.6,9.7,11.6,14.6,13.0
services,2009m1,6.4,4.7,7.0,9.1,6.8,8.4,9.0,9.1,9.2,8.9,9.5,10.4,8.9
gdp,2009m1,7.7,5.8,8.7,8.9,7.7,8.5,8.1,8.9,9.8,8.9,9.7,11.0,9.5
