industry,vintage,tp_2021m5,tp_2021m6,tp_2021m7,tp_2021m8,tp_2021m9,tp_2021m10,tp_2021m11,tp_2021m12,tp_2022m1,tp_2022m2,tp_2022m3,tp_2022m4,tp_2022m5
agriculture,2022m7,-4.5,12.4,12.5,8.0,12.5,5.5,2.8,9.6,5.1,3.0,2.9,4.8,7.4
fishing,2022m7,97.6,-37.7,-41.4,-29.9,-39.2,-33.1,13.0,-12.6,-30.3,-21.1,-25.1,-37.5,-16.6
mining,2022m7,67.1,7.9,-0.9,3.2,11.0,1.5,-5.2,-5.4,4.4,0.1,-1.2,-0.8,-6.6
manufacturing,2022m7,83.5,20.0,7.7,11.9,8.4,0.5,5.1,2.6,-1.4,2.7,4.7,2.7,1.2
electricity,2022m7,28.5,15.1,6.9,6.0,5.9,3.3,3.1,2.5,3.2,4.4,2.7,2.8,2.0
construction,2022m7,258.1,90.3,36.5,25.2,13.0,-2.0,-5.6,-8.9,-0.6,-2.5,1.4,4.9,0.2
commerce,2022m7,104.1,38.1,13.3,9.9,7.4,5.1,3.8,2.7,2.3,7.5,8.1,2.6,2.8
services,2022m7,26.5,21.4,15.1,12.7,10.2,8.1,7.2,4.7,4.1,7.9,4.5,5.3,5.0
gdp,2022m7,48.4,23.9,13.0,11.8,10.2,4.9,3.7,1.9,2.9,4.9,3.8,3.7,2.3
