industry,vintage,tp_2021m8,tp_2021m9,tp_2021m10,tp_2021m11,tp_2021m12,tp_2022m1,tp_2022m2,tp_2022m3,tp_2022m4,tp_2022m5,tp_2022m6,tp_2022m7,tp_2022m8
agriculture,2022m10,8.1,13.2,6.5,3.0,9.8,5.0,2.7,3.8,7.2,8.9,-1.6,-1.5,3.5
fishing,2022m10,-19.9,-26.3,-25.3,18.3,-9.9,-34.1,-31.2,-34.0,-40.4,-19.1,15.1,29.0,-14.7
mining,2022m10,5.4,11.0,1.5,-5.2,-5.4,4.4,0.1,-1.0,-0.7,-6.1,3.0,-5.8,-5.0
manufacturing,2022m10,11.9,8.4,0.5,5.0,2.6,-1.2,2.7,4.2,3.3,1.5,5.7,1.6,-0.8
electricity,2022m10,6.0,5.9,3.3,3.1,2.5,3.3,4.3,2.8,2.8,2.0,3.1,4.9,3.4
construction,2022m10,25.2,13.0,-2.0,-5.6,-8.9,-0.6,-2.5,1.4,4.9,0.2,6.0,2.1,5.6
commerce,2022m10,9.9,7.4,5.1,3.8,2.7,2.3,7.5,8.1,2.6,2.8,2.5,2.9,2.3
services,2022m10,12.7,10.2,8.3,7.2,4.7,4.1,8.0,4.6,5.3,5.0,2.8,2.7,2.1
gdp,2022m10,12.1,10.2,5.0,3.7,1.9,2.9,4.8,3.7,4.0,2.5,3.4,1.4,1.7
