industry,vintage,tp_1998m8,tp_1998m9,tp_1998m10,tp_1998m11,tp_1998m12,tp_1999m1,tp_1999m2,tp_1999m3,tp_1999m4,tp_1999m5,tp_1999m6,tp_1999m7,tp_1999m8
agriculture,1999m10,1.1,9.5,11.6,16.8,17.8,18.6,9.2,5.9,7.1,23.1,11.7,25.6,11.2
fishing,1999m10,23.8,-12.8,12.2,28.2,176.6,138.1,78.4,129.9,251.9,80.5,92.8,-26.8,-32.8
mining,1999m10,5.5,8.5,11.1,7.4,10.4,16.7,11.2,15.8,14.7,12.3,18.3,8.8,6.5
manufacturing,1999m10,4.6,-0.1,-6.2,-3.3,-6.7,-1.4,0.9,6.8,9.1,6.6,7.7,-3.6,-2.1
construction,1999m10,11.8,0.1,-13.4,-8.3,-11.4,-13.1,-15.9,-13.1,-15.1,-19.3,-21.1,-22.0,-17.7
commerce,1999m10,-1.6,-4.9,-9.2,-3.1,-9.2,-9.3,-7.2,-5.3,-4.9,-0.1,1.4,-4.7,-4.0
services,1999m10,2.0,1.1,0.4,0.3,0.0,-0.7,-0.8,0.9,1.6,3.0,1.6,-0.5,-1.9
gdp,1999m10,3.5,1.4,-1.7,0.6,-0.6,0.9,0.0,2.5,3.7,6.0,4.8,0.1,-1.7
