industry,vintage,tp_1998m7,tp_1998m8,tp_1998m9,tp_1998m10,tp_1998m11,tp_1998m12,tp_1999m1,tp_1999m2,tp_1999m3,tp_1999m4,tp_1999m5,tp_1999m6,tp_1999m7
agriculture,1999m9,-2.1,1.1,9.5,11.6,16.8,17.8,18.6,9.2,5.9,7.1,23.1,11.7,25.6
fishing,1999m9,4.7,23.8,-12.8,12.2,28.2,176.6,138.1,78.4,129.9,251.9,80.5,92.8,-26.8
mining,1999m9,7.0,5.5,8.5,11.1,7.4,10.4,16.9,11.2,16.8,15.9,13.0,19.4,8.8
manufacturing,1999m9,2.3,4.6,-0.1,-6.2,-3.3,-6.7,-0.8,1.9,6.0,8.8,5.0,6.9,-3.7
construction,1999m9,10.2,11.8,0.1,-13.4,-8.3,-11.4,-9.7,-16.4,-12.6,-15.6,-20.3,-22.0,-22.7
commerce,1999m9,-1.9,-1.6,-4.9,-9.2,-3.1,-9.2,-9.5,-6.2,-6.1,-5.9,-0.8,1.6,-4.9
services,1999m9,2.3,2.0,1.1,0.4,0.3,0.0,-0.6,-0.3,0.2,0.7,1.7,1.4,-0.4
gdp,1999m9,2.4,3.5,1.4,-1.7,0.6,-0.6,1.1,0.3,2.1,3.6,5.1,4.4,0.1
