industry,vintage,tp_2004m8,tp_2004m9,tp_2004m10,tp_2004m11,tp_2004m12,tp_2005m1,tp_2005m2,tp_2005m3,tp_2005m4,tp_2005m5,tp_2005m6,tp_2005m7,tp_2005m8
agriculture,2005m10,-0.4,0.7,0.2,4.8,3.5,0.5,3.8,3.0,8.0,3.1,8.6,7.0,4.4
fishing,2005m10,10.5,53.3,1.3,37.0,40.9,8.0,20.8,9.3,-0.2,2.3,-13.2,-18.7,5.9
mining,2005m10,5.9,0.2,2.4,4.9,7.8,0.0,-0.3,2.8,0.1,4.8,8.5,15.8,8.8
manufacturing,2005m10,4.9,4.2,6.0,11.1,10.1,5.8,8.8,2.4,6.8,9.2,5.9,3.1,8.4
electricity,2005m10,4.4,5.5,3.2,4.6,6.8,5.5,1.8,4.1,5.5,6.6,4.8,5.3,6.1
construction,2005m10,4.6,5.0,-2.8,8.3,7.9,4.7,4.0,-0.1,10.6,8.0,3.8,7.7,10.9
commerce,2005m10,8.5,5.9,4.4,13.6,9.7,9.0,9.2,5.3,9.0,7.1,3.3,5.7,4.3
services,2005m10,6.4,4.9,1.1,8.8,9.3,7.2,10.4,5.4,4.1,6.0,5.0,3.1,5.0
gdp,2005m10,5.9,4.7,2.3,8.7,8.7,6.1,7.4,4.7,6.2,6.3,4.6,4.9,6.7
