industry,vintage,tp_2015q1,tp_2015q2,tp_2015q3,tp_2015q4,tp_2015,tp_2016q1,tp_2016q2,tp_2016q3,tp_2016q4,tp_2016,tp_2017q1,tp_2017q2
agriculture,2017m8,1.2,4.1,4.7,3.5,3.5,2.5,1.4,2.2,3.6,2.3,-0.8,1.1
fishing,2017m8,-9.2,36.6,-21.6,43.8,15.9,1.8,-59.6,68.3,27.6,-10.1,37.9,128.8
mining,2017m8,4.4,7.6,10.3,15.1,9.5,15.7,23.6,16.0,10.7,16.3,4.1,1.9
manufacturing,2017m8,-5.2,0.1,-2.0,1.2,-1.5,-2.6,-8.0,2.2,2.9,-1.4,1.9,3.5
electricity,2017m8,4.5,5.1,6.0,8.1,5.9,10.3,7.2,6.6,5.3,7.3,1.0,1.6
construction,2017m8,-6.8,-8.6,-6.8,-2.1,-5.8,2.1,0.9,-3.6,-9.2,-3.1,-5.3,-2.9
commerce,2017m8,3.6,3.8,4.1,3.9,3.9,2.8,2.3,1.4,0.9,1.8,0.1,0.9
services,2017m8,4.3,4.0,4.2,4.1,4.1,4.5,4.3,4.1,3.1,4.0,3.0,2.8
gdp,2017m8,1.9,3.2,3.3,4.6,3.3,4.6,3.8,4.7,3.0,4.0,2.1,2.4
