industry,vintage,tp_2019m11,tp_2019m12,tp_2020m1,tp_2020m2,tp_2020m3,tp_2020m4,tp_2020m5,tp_2020m6,tp_2020m7,tp_2020m8,tp_2020m9,tp_2020m10,tp_2020m11
agriculture,2021m1,5.2,7.7,4.2,4.9,1.7,2.5,5.9,-0.5,-5.9,-4.3,-2.6,2.4,1.3
fishing,2021m1,-17.9,-48.5,-32.7,19.3,-21.4,-57.8,-47.0,48.0,33.3,-6.5,7.3,12.3,-0.7
mining,2021m1,4.1,1.6,3.9,3.6,-21.7,-42.2,-45.6,-14.2,-5.9,-11.1,-12.2,-2.8,-4.7
manufacturing,2021m1,-2.3,-5.5,0.8,3.7,-29.0,-52.9,-42.4,-8.9,-10.8,-12.5,-6.3,-3.3,-4.2
electricity,2021m1,2.5,2.0,1.4,5.1,-11.8,-25.5,-21.8,-10.6,-5.0,-2.7,-1.7,0.0,-0.3
construction,2021m1,-3.5,-9.9,5.7,5.6,-46.3,-90.3,-66.7,-42.7,-12.9,-6.7,4.4,8.8,17.3
commerce,2021m1,3.5,3.6,2.7,2.6,-22.3,-65.4,-49.6,-27.8,-10.5,-8.1,-6.1,-3.8,-2.5
services,2021m1,4.3,4.3,3.7,3.8,-6.8,-27.9,-22.3,-17.8,-13.6,-9.8,-7.7,-6.3,-5.5
gdp,2021m1,2.1,1.2,3.0,3.7,-16.3,-39.2,-32.3,-17.9,-11.6,-9.7,-6.9,-3.8,-2.8
