industry,vintage,tp_2020m6,tp_2020m7,tp_2020m8,tp_2020m9,tp_2020m10,tp_2020m11,tp_2020m12,tp_2021m1,tp_2021m2,tp_2021m3,tp_2021m4,tp_2021m5,tp_2021m6
agriculture,2021m8,-1.2,-4.7,-2.5,2.9,2.3,0.9,-0.8,1.7,0.2,-1.9,-5.0,-4.0,8.9
fishing,2021m8,48.3,26.6,2.6,9.3,9.0,-0.3,113.6,70.6,6.8,35.7,141.1,97.6,-37.7
mining,2021m8,-14.5,-6.3,-11.5,-12.6,-2.9,-4.9,-3.9,-8.5,-4.4,15.4,57.9,66.9,7.8
manufacturing,2021m8,-12.2,-8.2,-9.9,-2.4,-1.4,-2.4,9.9,7.7,1.0,51.2,115.3,83.6,19.1
electricity,2021m8,-10.6,-5.0,-2.6,-1.7,-0.1,-0.4,-0.3,-0.2,-4.6,13.9,33.9,28.4,15.2
construction,2021m8,-42.9,-12.5,-6.0,4.6,14.5,18.4,23.1,16.2,14.6,133.2,988.6,257.3,90.7
commerce,2021m8,-27.8,-10.5,-7.7,-6.1,-3.8,-2.5,-1.6,-0.2,-5.7,12.5,158.3,104.1,38.1
services,2021m8,-18.3,-13.9,-9.7,-7.3,-6.4,-5.2,-4.2,-3.0,-7.2,8.5,33.8,26.0,21.5
gdp,2021m8,-18.1,-11.1,-9.1,-6.0,-3.2,-2.1,1.0,-0.8,-3.5,20.0,59.4,48.3,23.4
