industry,vintage,tp_1996m7,tp_1996m8,tp_1996m9,tp_1996m10,tp_1996m11,tp_1996m12,tp_1997m1,tp_1997m2,tp_1997m3,tp_1997m4,tp_1997m5,tp_1997m6,tp_1997m7
agriculture,1997m9,-0.1,9.7,3.8,7.3,8.2,9.3,21.2,13.8,11.9,6.7,6.1,-3.2,0.1
fishing,1997m9,17.5,-7.6,-11.1,-52.3,49.0,77.6,-17.3,-29.1,36.6,37.4,16.0,-20.7,-12.1
mining,1997m9,7.2,2.7,1.7,6.7,2.0,2.0,3.2,5.0,5.9,7.9,8.7,4.7,1.6
manufacturing,1997m9,7.2,-0.2,0.3,-4.1,7.3,11.8,3.4,0.1,5.5,20.4,7.5,9.6,5.6
construction,1997m9,-0.4,-6.7,-5.6,-3.7,-0.2,5.1,10.7,15.3,3.1,22.5,16.4,34.6,37.6
commerce,1997m9,7.2,-0.5,1.4,3.8,5.1,7.3,5.6,2.8,5.5,16.8,3.8,5.4,4.2
services,1997m9,5.4,1.5,1.7,2.5,3.9,5.1,3.8,3.1,4.0,9.4,4.8,8.7,5.3
gdp,1997m9,4.9,1.2,0.8,0.8,5.2,7.8,5.7,4.4,5.8,13.8,6.9,7.3,6.5
