industry,vintage,tp_2020q1,tp_2020q2,tp_2020q3,tp_2020q4,tp_2020,tp_2021q1,tp_2021q2,tp_2021q3,tp_2021q4,tp_2021,tp_2022q1,tp_2022q2,tp_2022q3,tp_2022q4,tp_2022
agriculture,2023m3,4.0,1.8,-1.9,0.2,1.0,0.7,1.3,11.2,6.4,4.6,5.0,5.7,3.8,2.4,4.3
fishing,2023m3,-16.5,-14.4,14.9,38.6,4.2,51.6,26.1,-28.7,-3.1,9.9,-26.8,-10.1,14.2,-18.4,-13.7
mining,2023m3,-5.7,-34.3,-10.2,-3.9,-13.4,0.0,39.0,6.6,-3.1,8.1,1.2,-1.2,-4.2,5.4,0.3
manufacturing,2023m3,-9.3,-36.2,-6.9,2.0,-12.5,16.2,61.6,9.3,2.7,18.6,1.7,3.5,1.1,-2.3,1.0
electricity,2023m3,-1.9,-19.4,-3.1,-0.2,-6.1,2.8,25.3,6.3,3.0,8.5,3.4,2.6,4.3,5.2,3.9
construction,2023m3,-12.3,-66.3,-4.4,20.1,-13.3,42.5,232.5,23.9,-5.1,34.9,-0.4,3.4,3.6,4.7,3.0
commerce,2023m3,-7.1,-46.8,-8.1,-2.6,-16.0,1.4,85.9,10.1,3.9,17.8,5.9,2.6,2.4,2.5,3.3
services,2023m3,-1.5,-24.9,-10.7,-4.7,-10.4,0.6,31.2,13.5,6.7,11.9,5.4,4.4,2.9,1.2,3.4
gdp,2023m3,-3.9,-29.9,-8.8,-1.3,-11.0,4.6,42.0,12.0,3.6,13.6,3.9,3.4,2.0,1.7,2.7
